feature,importance,fold
NAME_TYPE_SUITE_Group_of_people,0.007080538042127923,1
NAME_TYPE_SUITE_Other_A,0.006741619085375745,1
NAME_TYPE_SUITE_Other_B,0.055221620537984066,1
NAME_TYPE_SUITE_Spouse__partner,0.009041373411515436,1
NAME_TYPE_SUITE_Unaccompanied,0.024830504081408356,1
NAME_TYPE_SUITE_nan,0.007634995747688886,1
NAME_INCOME_TYPE_Commercial_associate,0.007247696342893434,1
NAME_INCOME_TYPE_Maternity_leave,0.00035269295338028725,1
NAME_INCOME_TYPE_Pensioner,0.0034535508442116204,1
NAME_INCOME_TYPE_State_servant,0.016244275125684646,1
NAME_INCOME_TYPE_Student,0.0,1
NAME_INCOME_TYPE_Unemployed,0.001431763935338812,1
NAME_INCOME_TYPE_Working,0.09757869376726933,1
NAME_INCOME_TYPE_nan,0.0,1
NAME_EDUCATION_TYPE_Higher_education,0.6044565553915915,1
NAME_EDUCATION_TYPE_Incomplete_higher,0.0415160419674104,1
NAME_EDUCATION_TYPE_Lower_secondary,0.06449619451833874,1
NAME_EDUCATION_TYPE_Secondary___secondary_special,0.31168449852461666,1
NAME_EDUCATION_TYPE_nan,0.0,1
NAME_FAMILY_STATUS_Married,0.4980092793688014,1
NAME_FAMILY_STATUS_Separated,0.00853625200178561,1
NAME_FAMILY_STATUS_Single___not_married,0.050405409389541696,1
NAME_FAMILY_STATUS_Unknown,0.0,1
NAME_FAMILY_STATUS_Widow,0.00773783582396102,1
NAME_FAMILY_STATUS_nan,0.0,1
NAME_HOUSING_TYPE_House___apartment,0.04483395469368472,1
NAME_HOUSING_TYPE_Municipal_apartment,0.0917802077757376,1
NAME_HOUSING_TYPE_Office_apartment,0.054492698199518894,1
NAME_HOUSING_TYPE_Rented_apartment,0.006972089820359929,1
NAME_HOUSING_TYPE_With_parents,0.04593482517000062,1
NAME_HOUSING_TYPE_nan,0.0,1
OCCUPATION_TYPE_Cleaning_staff,0.0535126969660901,1
OCCUPATION_TYPE_Cooking_staff,0.01197101138918416,1
OCCUPATION_TYPE_Core_staff,0.12738266842260335,1
OCCUPATION_TYPE_Drivers,0.11510094354863495,1
OCCUPATION_TYPE_HR_staff,0.0016104064346983877,1
OCCUPATION_TYPE_High_skill_tech_staff,0.025793740947594106,1
OCCUPATION_TYPE_IT_staff,0.004401865358673857,1
